relation_id	relation_name	relation_pos	words	sentences_before	sentences_after
RELATION_GENEHPOTERM_journal.pone.0054463.pdf_42_42_13,13_29,30	HDAC/HP:0001249|Intellectual disability	{13,29,30}	{In,a,clinical,context,",",studies,have,suggested,that,enhancing,histone,acetylation,through,HDAC,inhibition,can,rescue,the,memory,deﬁcits,associated,with,cognitive,disorders,ranging,from,certain,forms,of,intellectual,disabilities,to,Alzheimer,’s,disease,[,49,—,53,],.}	{"Chromatin , which consists of DNA packaged tightly around a core of eight histones , is known to be dynamically regulated by acetylation of histones via histone acetyltransferases ( HATs ) .","Acetylation causes chromatin structure to relax , leading to enhanced transcription , a process that is readily reversible via a second family of chromatin modifying enzymes known as histone deacetylases ( HDACs ) [ 46 — 48 ] ."}	{"However , while enhancing histone acetylation has shown promise for treating neuropsychiatric disorders characterized by memory impairment , traumatic fear memories are an example of a memory-related psychiatric disorder in which it is desirable to impair , rather than enhance , the memory trace .","In the present study , we explore the potential efficacy of a relatively novel and naturally-occurring HAT inhibitor known as garcinol [ 54,55 ] , derived from the rind of the fruit of the Kokum tree ( Garcinia indica ) , in the treatment of newly formed and reactivated fear memories ."}
RELATION_GENEHPOTERM_SCPDFS_45076.pdf_367_367_49,49_29,29	NF1/HP:0001909|Leukemia	{49,29}	{It,is,also,possible,that,E,VI2,is,not,the,NF1,gene,but,when,disrupted,in,the,human,(,as,in,the,mouse,),predisposes,the,individual,to,particular,leukemias,;,thus,",",NF1,patients,with,leukemias,may,have,mutations,(,e.g.,",",large,deletions,),that,affect,the,NF1,gene,and,the,E,VI2,gene,simultaneously,.}	{"If EVI2 is the NF ] gene , such differences may account for the fact that no mouse with a clinical phenotype like NF1 has ever been found .","On the other hand , in light of the apparent role of Evi2 in murine leukemogenesis , it is worth noting that juvenile chronic myelogenous leukemias have been reported to occur more often in NF1 patients than in the general population ( Bader and Miller , 1978 ; Mays et al. , 1980 ; Clark and Hutter , 1982 ) ."}	{"An extensive , but not exhaustive , search for mutations in the EVI2 gene specific to NF1 patients has been unsuccessful .","If deletions removing part or all of the NF1 gene or point mutations in the ORF of the gene are common lesions causing the disease , then EVI2 is probably not the NF1 gene , since our screening procedures would have been likely to detect such changes ."}
RELATION_GENEHPOTERM_journal.pone.0020768.pdf_585_585_36,38_43,44	activator_protein_1/HP:0001402|Hepatocellular carcinoma	{36,37,38,43,44}	{Hsiang,CY,",",VVu,SL,",",ChenJC,",",Lo,HY,",",Li,CC,",",et,al.,(,2007,),Acetaldehyde,induces,matrix,metalloproteinase,~,9,gene,expression,via,nuclear,factor,~,l,<,appa,B,and,activator,protein,1,signaling,pathways,in,human,hepatocellular,carcinoma,cells,:,Association,with,the,invasive,potential,.}	{"Casini A , Ceni E , Salzano R , lVIi1ani S , Schuppan D , et al. ( 1994 ) Acetaldehyde regulates the gene expression of matrix-metalloproteinase-1 and -2 in human fat » storing cells .","Life Sci .55 : 131141316 ."}	{"Toxicol Lett 171 : 78486 .","Ishidoh K , Kominami E ( 1998 ) Gene regulation and extracellular functions of procathepsin L. Biol Chem 379 : 13145 ."}
RELATION_GENEHPOTERM_journal.pone.0087941.pdf_203_203_40,40_23,23	insulin/HP:0003074|Hyperglycemia	{40,23}	{ERot,expression,in,insulin,resistant,B,—,ce,|,|,s,We,hypothesized,that,the,increased,EROL,mRNA,expression,in,islets,exposed,to,hyperglycemia,could,be,due,to,the,stimulatory,effect,of,high,glucose,or,to,the,impact,of,elevated,insulin,on,the,IR,in,the,islets,.}	{"Therefore ,","moderate to severe hyperglycemia [ 15 ] is associated with increased EROL mRNA expression in vitm and in vivo in rats ."}	{"To address this question , we quantiﬁed EROL expression in B-cells isolated from normal and B-cell IR knockout ( BIRKO ) mice [ 18 ] .","These islets were cultured in hyperglycemic conditions to increase insulin secretion ."}
RELATION_GENEHPOTERM_journal.pone.0035897.pdf_267_267_5,5_10,10	SDHD/HP:0002668|Paraganglioma	{5,10}	{Besides,",",the,haplotype,around,SDHD,",",conserved,in,two,paragangliomas,",",is,not,detected,by,DASH,(,Figure,S5,),.}	{"This makes an important difference in terms of applications , since founder mutations are likely to be relatively rare in most cases .","For instance , a founder mutation present in only 5 % of tumors , lying within a conserved haplotype of mean length 5 CM , ( like the p. R337H TP53 mutation in Brazilian ACT ) will be detected with a power of 0.92 with FounderTracker versus o with DASH ( Table 1 ) ."}	{"Another existing method for detecting IBD in multiple individuals is the Markov Chain Monte Carlo ( MCMC ) approach [ 6 ] .","However , this method is highly computation-intensive and the authors described its application to small data sets only ( maximum of 15 samples and 1278 SNPs ) ."}
RELATION_GENEHPOTERM_journal.pone.0085483.pdf_45_45_23,23_20,21	insulin/HP:0000855|Insulin resistance	{23,20,21}	{Because,there,is,evidence,that,insulin,clearance,is,the,strongest,determinant,of,the,variability,in,fasting,insulin,levels,independently,of,insulin,resistance,",",insulin,secretion,",",adiposity,",",and,fasting,plasma,glucose,[,9,],",",it,is,possible,that,the,association,between,the,rs35767,polymorphism,and,fasting,insulin,levels,is,mediated,by,variation,in,insulin,clearance,.}	{"Thus , the rs35767 polymorphism near IGF1 may affect insulin sensitivity , and therefore , fasting insulin levels , a surrogate for insulin resistance [ 7 ] .","On the other hand , another polymorphism near IGF1 ( rs35749 ) has been recently associated with insulin clearance [ 8 ] ."}	{"To clarify these issues , we sought to investigate the effects of the rs35767 polymorphism on circulating IGF-1 levels , insulin sensitivity , measured by the gold-standard technique , the euglycaemic — hyperinsulinaemic clamp , and insulin clearance in white Europeans .",Methods}
RELATION_GENEHPOTERM_journal.pone.0090572.pdf_536_536_21,21_28,30	FUS/HP:0007354|Amyotrophic lateral sclerosis	{21,28,29,30}	{Huang,C,",",Zhou,H,",",Tong,],",",Chen,H,",",Liu,Y,],",",et,al.,(,2011,),FUS,transgenic,rats,develop,the,phenotypes,of,amyotrophic,lateral,sclerosis,and,frontotemporal,lobar,degeneration,.}	{"PLoS biology 9 ( 4 ) : e1000614 .",.}	{"PLoS genetics 7 ( 3 ) : e1002011 .","Laird AS , Van Hoecke A , De 1\\\\/Iuynck L , Timmers NI , Van den Bosch L , et al. ( 2010 ) Progranulin is neurotrophic in Vivo and protects against a mutant TDP ~ 43 induced axonopathy ."}
RELATION_GENEHPOTERM_SUP_journal.pone.0088280.pdf_883_883_28,28_40,41	dystrophin/HP:0003560|Muscular dystrophy	{28,40,41}	{Hoffman,EP,",",Fischbeck,KH,",",Brown,RH,",",],ohnson,l,"\\\\",’,I,",",l,"\\\\",Iedori,R,",",et,al,(,1988,),Characterization,of,dystrophin,in,muscle-biopsy,specimens,from,patients,with,Duchenne,’s,or,Becker,’s,muscular,dystrophy,.}	{"XIonaco AP , Bertelson C ] , Liechti-Gallati S , l \\\\ Ioser H , Kunkel LXI ( 1988 ) An explanation for the phenotypic differences between patients bearing partial deletions of the DlVID locus .","Genomics 2 : 90495 ."}	{"N Engl ] l \\\\ / [ ed 318 : 136341368 .","Arahata K , Hoffman EP , Kunkel LXI , Ishiura S , Tsukahara T , et al. ( 1989 ) Dystrophin diagnosis : comparison of dystrophin abnormalities by immunoflu ~ orescence and immunoblot analyses ."}
RELATION_GENEHPOTERM_SCPDFS_18794.pdf_264_264_17,17_2,3	insulin/HP:0000819|Diabetes mellitus	{17,2,3}	{Type,2,diabetes,mellitus,involves,the,development,of,insulin,resistance,in,the,target,tissues,and,impairment,of,insulin,secretion,in,pancreatic,[,5-cells,.}	{"The similar Tau values in both groups calculated with goodness-of-ﬁt analyses indicate that both groups in our study population have similar origins .","Therefore , the probability of false positive associations caused by population stratiﬁcation was low ."}	{"Many genes are thought to be related to insulin resistance and insulin secretion , and environmental factors also affect disease onset and progression .","Adiponectin is a strong candidate gene for T2DM susceptibility , because Adiponectin modulates the insulin sensitization , partly , by activation of AMPK in skeletal muscles and the liver , which stimulates fatty acid oxidation and suppresses hepatic glucose output ( Combs et al. , 2001 ; Yamauchi et al. , 2002 ) ."}
RELATION_GENEHPOTERM_SCPDFS_24944.pdf_284_284_5,5_44,45	GHR/HP:0004322|Short stature	{5,44,45}	{However,",",mutations,in,the,GHR,gene,have,only,been,found,in,up,to,5,%,of,these,patients,(,Goddard,et,al.,",",1997,),",",thus,suggesting,that,other,molecules,involved,in,GHR,signaling,might,be,altered,and,be,the,cause,of,short,stature,in,ISS,patients,.}	{"Indeed , the delayed bone age , elevated plasma level of GH , and low plasma IGF-1 seen in Stat5b _ / _ mice are all characteristic of the human GH-insensitivity syndrome ( Teglund et al. , 1998 ; Goddard et al. , 1995 ) .","ISS has been found to be associated with a milder form of GHinsensitivity due to heterozygous mutation of the GHR gene ."}	{"As several recent reports ( Freeth et al. , 1998 ; Salerno et al. , 2001 ; Iida et al. , 1999 ) indicate an involvement of the STAT5B gene in patients with mild or severe forms of GH-insensitivity , we selected a group of ISS patients which were characterized by very low growth velocity , delayed bone age and absence of IGF-1 in the plasma after an IGF — 1 generation test indicating peripheral hyporesponsiveness to GH .","These patients did not have a mutated GHR gene ( Salerno et al. , 2001 ) ."}
RELATION_GENEHPOTERM_journal.pone.0079211.pdf_165_165_8,9_12,13	cyclin_D1/HP:0012125|Prostate cancer	{8,9,12,13}	{CCDC62,is,linked,to,estrogen,receptor,transactivation,",",cyclin,D1,expression,in,prostate,cancer,cells,",",and,antibodies,to,this,protein,develop,in,a,variety,of,cancers,[,31,—,32,],.}	{"The STK39 encodes a serine/threonine kinase ( SPAK/PASK/STE20-SPS 1 homolog ) of 547-amino acids with roles in stress signals , ion homoeostasis , and inﬂammatory status [ 26 — 29 ] .","In fact , CCDC62 / HIPIR involves two diverse genes [ 30 ] ."}	{"Additionally , the protein product of HIPIR is involved in clathrin-mediated endocytosis , actin dynamics , intrinsic cell death pathway , accurate distribution of chromosomes [ 33 — 36 ] .","It appears to interacted with huntingtin to modulate polyglutamine-induced neuronal dysfunction in transgenic nematodes Huntington model [ 37 ] ."}
RELATION_GENEHPOTERM_journal.pone.0063697.pdf_717_717_17,17_26,26	JAK1/HP:0001909|Leukemia	{17,26}	{Porcu,1,"\\\\",’,I,",",Gielen,O,",",CoolsJ,",",De,Keersmaecker,K,(,2009,),JAK1,mutation,analysis,in,T,~,ce11,acute,lymphoblastic,leukemia,cell,lines,.}	{"Baxter EJ , Scott LIVI , Campbell PJ , East C , Fourouclas N , et al. ( 2005 ) Acquired mutation of the tyrosine kinase JAK2 in human myeloproliferative disorders .","Lancet 365 : 105441061 ."}	{"Haematologica 94 : 4354437 .","4 8 ."}
RELATION_GENEHPOTERM_SCPDFS_45082.pdf_211_211_4,4_10,11	DXS164/HP:0003560|Muscular dystrophy	{4,10,11}	{Recombination,with,pERT87,(,DXS164,),in,families,with,X-linked,muscular,dystrophy,.}	{"Science 230 : 6-13 .","FISCHBECK , K. H. , RI'I ' I ‘ ER , A. W. , TIRSCHWELL , D. L. , KUNKEL , L. M. , BERTELsoN , C. J. , MONACO , A. P. , HEJTMANCIK , J. F. , BOEHM , C. , IoNAsEscU , V. , IONASESCU , R. , PERICAK-VANCE , M. , KANDT , R. , AND RosEs , A. D. ( 1986 ) ."}	{"Lancet 2 : 104 .","FORREST , S. M. , CROSS , G. S. , SPEER , A. , GARDNER-MEDWIN , D. , BURN , J. , AND DAVIES , K. E. ( 1987 ) ."}
RELATION_GENEHPOTERM_SCPDFS_26501.pdf_393_393_32,32_35,36	insulin/HP:0000819|Diabetes mellitus	{32,35,36}	{At,this,point,",",there,is,nothing,to,implicate,PDE10A,in,the,heritable,defects,that,have,been,associated,with,this,region,of,the,human,genome,",",which,include,retinal,cone,dystrophy,and,insulin,—,dependent,diabetes,mellitus,(,Tranebjaerg,et,al.,",",1986,;,Davies,et,al.,",",1994,;,Todd,",",1997,;,Online,Mendelian,Inheritance,in}	{"PDE10A also hydrolyzes both cAMP and cGMP , whereas PDE8A is speciﬁc for cAMP and PDE9A is speciﬁc for cGMP .","The PDE10A gene was mapped to chromosome 6q26 — 27 ."}	{"116 K. Loughney et al. / Gene 234 ( I999 ) 109 — 1I7","Man , OMIM ( TM ) ."}
RELATION_GENEHPOTERM_journal.pone.0103638.pdf_293_293_28,28_38,38	JAK2/HP:0001901|Polycythemia	{28,38}	{Santos,FP,",",Kantarjian,HNI,",",Jain,N,",","l\\\\/Ianshouri",T,",",Thomas,DA,",",et,al.,(,2010,),Phase,2,study,ofCEP-701,",",an,orally,available,JAK2,inhibitor,",",in,patients,with,primary,or,post,~,polycythemia,vera,/,essential,thrombocythemia,myelofibrosis,.}	{"Blood 108 : 3262 — 3270 .","18 ."}	{"Blood 115 : 1131 — 1136 .","19 ."}
RELATION_GENEHPOTERM_journal.pone.0058239.pdf_70_70_6,6_3,3	ATM/HP:0001009|Telangiectasia	{6,3}	{T,(,Ataxia,Telangiectasia,mutated,",",ATM,),where,the,cerebellum,is,a,common,target,[,"4,5",],",",raising,the,intriguing,possibility,that,the,observed,neural,demise,is,caused,by,similar,lesions,and,/,or,attenuation,of,a,common,pathway,X,ATM,regulates,the,function,of,an,extensive,network,of,downstream,factors,",",in,response,to,DNA,damage,.}	{"Defects in the latter activity have been associated with human hereditary ataxia and cerebellar degeneration , as illustrated by spinocerebellar ataxia with axonal neuropathy 1 ( SCAN 1 ) — mutated in tyrosyl DNA phosphodiesterase 1 ( TDP1 ) W The most striking neurological presentation in SCAN 1 appears similar , if not identical , to that caused by deﬁciency of the protein mutated in A .","— ."}	{"For example , ATM phosphorylates TDP1 and DNA polynucleotide kinase ( PNK ) , which facilitates double-strand break repair and cellular survival following exposure to Topl poisons [ 7 — 9 ] .","In addition to its phosphorylation , TDP1 is a substrate for SUMOylation , which promotes its accumulation at sites of DNA damage and increases the rate of chromosomal SSB repair during transcription [ 10 ] ."}
RELATION_GENEHPOTERM_journal.pone.0036482.pdf_250_250_24,24_14,14	transferrin/HP:0001903|Anemia	{24,14}	{The,risk,for,AVF,failure,associated,with,increasing,RDW,is,likely,not,due,to,anemia,",",as,neither,hematocrit,",",hemoglobin,",",iron,",",transferrin,nor,ferritin,levels,affected,AVF,failure,risk,in,univariable,analysis,or,correlated,with,RDVV,.}	{"It has been suggested that RDW reﬂects ineffective red blood cell production , inﬂammation , impaired renal function , and malnutrition [ 20 ] .","Indeed , RDW is increased in patients with iron , folate , or vitamin B12 deﬁciency [ 18 ] ."}	{"In the multivariable analysis , RDW remained a signiﬁcant risk factor after adjustment for RBC / hematocrit / hemoglobin and other factors , making it unlikely that our ﬁndings were confounded by anemia .","Information on folate or vitamin B12 deﬁciencies in our patients were not available ."}
RELATION_GENEHPOTERM_journal.pone.0075253.pdf_451_451_13,13_18,19	hTERT/HP:0003003|Colon cancer	{13,18,19}	{Exogenous,expression,of,GLI1,or,GL12,increased,hTERT,mRNA,and,protein,expressions,and,hTERT,promoter-luciferase,activity,in,human,colon,cancer,cells,.}	{"Suppression of both GLI1 and GL12 functions reduced hTERT mRNA and protein expression in human colon ,","prostate and brain cancer cell lines ."}	{"Blocking GL1 transcriptional function reduced the GL1 proteinhTERT promoter interaction .","Exogenous expression of GLI1 or GL12AN in the non-malignant 293T cells failed to alter the levels of hTERT mRNA and protein , or hTERT promoter-luciferase activity ."}
RELATION_GENEHPOTERM_journal.pone.0002003.pdf_85_85_9,9_20,21	SPINK1/HP:0006280|Chronic pancreatitis	{9,20,21}	{Genetic,association,studies,that,reported,the,frequency,of,the,SPINK1,N348,high-risk,haplotype,in,patients,with,acute,and,/,or,chronic,pancreatitis,and,in,a,control,population,were,selected,.}	{"Search terms included polymorp/zz ' sm ( s ) , SPINK1 , Serine Protease Inhibitor Kazal gzpe I , PST ] , N345 and pancreatitis .","The reference list of citations in the identiﬁed publications was reviewed to identify additional published articles not indexed by the major databases ."}	{"When more than one published report used data from the same case and control population , we included only the largest study with extractable data in the meta-analysis .","Corresponding authors were contacted in some cases to clarify issues of possible data duplication ."}
RELATION_GENEHPOTERM_journal.pone.0046650.pdf_396_396_9,9_20,21	synaptophysin/HP:0100543|Cognitive impairment	{9,20,21}	{King,DL,",",Arendash,GVV,(,2002,),Nlaintained,synaptophysin,immunoreactivity,in,Tg2576,transgenic,mice,during,aging,:,correlations,with,cognitive,impairment,.}	{"22 ( 2 ) : 469 * 82 .","18 ."}	{"Brain Res .","l ; 926 ( 1 * 2 ) : 58 * 68 ."}
RELATION_GENEHPOTERM_journal.pone.0032511.pdf_924_924_34,35_29,30	insulin_receptor/HP:0000855|Insulin resistance	{34,35,29,30}	{Aguirre,V,",",Uchida,T,",",Yenush,L,",",Davis,R,",",VVhite,RIF,(,2000,),The,c,-,],un,NH,(,2,),terminal,kinase,promotes,insulin,resistance,during,association,with,insulin,receptor,substrate-1,and,phosphorylation,of,Ser,(,307,),.,]}	{"Sabio G , Davis R ] ( 2010 ) c ] un NH2-terminal kinase 1 ( ] NK1 ) : roles in metabolic regulation of insulin resistance .","Trends Biochem Sci 35 : 4904496 ."}	{"Biol Chem 275 : 904749054 .","Lee YH , Giraud ] , Davis R ] , VVhite l \\\\ IF ( 2003 ) c - ] un N-terminal kinase ( INK ) mediates feedback inhibition of the insulin signaling cascade . ]"}
RELATION_GENEHPOTERM_journal.pone.0020399.pdf_152_152_246,246_155,155	B7/HP:0002861|Melanoma	{246,155}	{nuc,|,eotidase,+,24,29.44,+,+,CD81,:,Tetraspanin,—,28,+,47,33.05,nd,+,CD90,:,Thy-1,+,35,24.84,+,+,CD95,”,:,Fas,antigen,+,17,27.76,nd,+,CD97,”,:,Leukocyte,antigen,CD97,+,10,9.58,+,nd,CD98,:,Solute,carrier,family,3,(,SLC3A2,),+,98,52.55,+,+,CD99,”,:,E2,antigen,+,21,15.14,+,+,CD105,”,:,Endoglin,+,52,34.65,+,+,CD106b,:,Vascular,cell,adhesion,mo,|,ecu,|,e,—,1,(,VCAM1,),+,29,16.78,+,/,+,/,CD109b,:,P,|,ate,|,et,—,speciﬁc,Gov,antigen,+,28,13.91,nd,CD112,:,Polio,virus,receptor,related,2,protein,+,14,14.13,(,+,),nd,CD133,:,Prominin,—,1,—,—,—,—,—,CD140bb,:,Platelet,derived,growth,factor,+,94,29.57,nd,+,CD146,:,Melanoma,cell,adhesion,molecule,(,MCAM,),+,68,47.21,+,+,CD147,:,Basigin,+,56,25.71,nd,+,CD151,b,:,Tetraspanin,—,24,+,49,20.95,nd,+,CD155b,:,Polio,virus,receptor,+,17,18.71,+,+,CD166,:,Activated,leukocyte,cell,adhesion,molecule,(,ALCAM,),+,92,48.54,+,+,CD172ab,:,Signal,regulatory,protein,alpha,+,19,21.27,nd,+,CD239,:,Basal,cell,adhesion,molecule,(,BCAM,),+,10,16.4,nd,nd,CD248,:,Endosialin,+,19,9.78,nd,+,CD276,:,B7,homolog,3,+,20,26.4,+,nd,CD304b,:,Neuropi,|,in,—,1,+,7,4.98,+,+,CD316,:,lmmunoglobulin,superfamily,",",member,8,+,4,10.28,nd,nd,CD325,:,Cadherin,2,+,12,15.67,nd,nd,(,mRNA,positive,)}	{"5 ’ .","— ."}	{"@ PLoS ONE | www .","p | osone.org"}
RELATION_GENEHPOTERM_journal.pone.0019059.pdf_535_535_32,33_24,25	androgen_receptor/HP:0012125|Prostate cancer	{32,33,24,25}	{Sun,S,",",Sprenger,CC,",",Vessella,RL,",",Haugk,K,",",Soriano,K,",",et,al.,(,2010,),Castration,resistance,in,human,prostate,cancer,is,conferred,by,a,frequently,occurring,androgen,receptor,splice,variant,.}	{"Hum Mutat 31 : 74 — 80 .","16 ."}	{"J Clin Invest 120 : 271542730 .","17 ."}
RELATION_GENEHPOTERM_SCPDFS_44360.pdf_34_34_10,11_14,14	Hunter_syndrome/HP:0000238|Hydrocephalus	{10,11,14}	{Dreifuss,muscular,dystrophy,",",G6PZ,deﬁciency,",",hemophilia,A,",",Hunter,syndrome,",",X-linked,hydrocephalus,",",myotubular,myopathy,",",and,nephrogenic,diabetes,insipidus,",",(,McKusick,",",1991,),.}	{"Many of these loci have alleles responsible for genetic disease , such as adrenoleukodys — trophy , chrondrodysplasia punctata , dyskeratosis congenita , Emery .","— ."}	{"A major component involved in the prenatal and carrier diagnosis of diseases mapping to Xq28 is linkage to polymorphic markers ( Willems et al. , 1990 ; Consalez et al. , 1991 ) .","Although a number of polymorphic loci have been identiﬁed within Xq28 , only one , DXS52 ( detected by probe St14 ) , is highly polymorphic and therefore informative in most families ( Oberle et al. , 1985 ) ."}
RELATION_GENEHPOTERM_SUP_SCPDFS_44036.pdf_19_19_0,0_9,12	HSAS1/HP:0001181|Adducted thumb	{0,9,12}	{HSAS1,includes,hydrocephalus,",",macrocephaly,",",deformities,of,the,thumbs,(,usually,adducted,),",",mental,retardation,",",and,neurological,abnormalities,",",namely,spasticity,secondary,to,hypoplasia,or,absence,of,pyramidal,tracts,.}	{"© 1992 Academic Press , Inc. .","X-linked hydrocephalus — stenosis of the aqueduct of Sylvius sequence ( HSAS1 , MIM 307000 ) is a rare Xlinked recessive disorder ﬁrst described by Bickers and Adams ( 1 ) ."}	{"The absence of corpus callosum and septum lucidum or other cerebral malformations has also been reported , but all these features are highly variable .","HSAS1 is diagnosed either antenatally through ultrasonography or at birth and is usually lethal ."}
RELATION_GENEHPOTERM_journal.pone.0087402.pdf_498_498_24,25_29,30	myosin_IXB/HP:0100279|Ulcerative colitis	{24,25,29,30}	{van,Bodegraven,AA,",",Curley,CR,",",Hunt,KA,",",lVIonsuur,AJ,",",Linskens,RK,",",et,al.,(,2006,),Genetic,variation,in,myosin,IXB,is,associated,with,ulcerative,colitis,.}	{"Nunez C , Oliver J , l \\\\ ’ Iendoza JL , Gomez-Garcia l \\\\ ’ I , Pinero A , et al. ( 2007 ) NIYO9B polymorphisms in patients with inﬂammatory bowel disease .","Gut 56 : 132141322 ."}	{"Gastroenterology 131 : 176841774 .","Chandhoke SK , l\\\\/Iooseker l \\\\ ’ IS ( 2012 ) A role for myosin IXl ) , a motor-RhoGAP chimera , in epithelial wound healing and tight junction regulation ."}
RELATION_GENEHPOTERM_journal.pone.0032721.pdf_126_126_30,30_21,21	FLG/HP:0000964|Eczema	{30,21}	{Hence,",",the,alternate,models,were,:,1,),eczema,model,:,FLG,variants,>,<,preceding,allergic,sensitization,—,>,eczema,",",and,2,),allergic,sensitization,model,:,FLG,variants,>,<,preceding,eczema,—,>,allergic,sensitization,.}	{"In each we assessed the interaction between the risk factors ( time-dependent ) and FLG variants ( time-independent ) using log-binomial models .","To address the overall effect of all three transition periods , we applied repeated measurements analyses ."}	{Results,"A total of 1,377 , 1,214 , 1,359 , and 1,307 children had available information on eczema diagnosis at ages 1-or-2 , 4 , 10 , and 18 years , respectively ."}
RELATION_GENEHPOTERM_journal.pone.0100918.pdf_206_206_36,36_39,40	insulin/HP:0000855|Insulin resistance	{36,39,40}	{Generation,of,a,mouse,model,of,type,2,diabetes,Previous,studies,[,"36,37",],have,shown,that,the,combination,of,HFD,and,STZ,treatment,can,lead,to,disorders,in,glucose,and,lipid,metabolism,accompanied,by,impaired,insulin,secretion,and,insulin,resistance,.}	{"Differences were considered statistically signiﬁcant for P < 0.05 .",Results}	{"In the present study , C57BL/6 ] mice were fed with HFD for three weeks and then injected with a single low dose of STZ followed by continued HFD feeding for an additional three weeks .","As shown in Table l , the HFD/STZ mouse model manifested hyperglycemia and hyperlipidemia associated with insulin resistance and impaired insulin secretion , as described in previous reports ."}
RELATION_GENEHPOTERM_journal.pone.0083871.pdf_720_720_22,22_34,35	rhodopsin/HP:0000510|Retinitis pigmentosa	{22,34,35}	{Olsson,JE,",",GordonJVV,",",Pawlyk,BS,",",RoofD,",",Hayes,A,",",et,al.,(,1992,),Transgenic,mice,with,a,rhodopsin,mutation,(,Pro23His,),:,a,mouse,model,of,autosomal,dominant,retinitis,pigmentosa,.}	{"Naash XII , HollyfleldJG , al-Ul ) aidi NIR , Baehr VV ( 1993 ) Simulation of human autosomal dominant retinitis pigmentosa in transgenic mice expressing a mutated murine opsin gene .","Proc Natl Acad Sci U S A 90 : 549945503 ."}	{"Neuron 9 : 8154830 .","Sakami S , lVIaeda T , Bereta G , Okano K , Golczak l \\\\ ’ I , et al. ( 2011 ) Probing mechanisms of photoreceptor degeneration in a new mouse model of the common form of autosomal dominant retinitis pigmentosa due to P23H opsin mutations ."}
