HP:0000002	Abnormality of body height	height|abnorm|bodi
HP:0012159	Internal carotid artery dissection	intern|arteri|dissect|carotid
HP:0012160	Intracranial internal carotid artery dissection	intracrani|intern|arteri|dissect|carotid
HP:0012161	External carotid artery dissection	extern|arteri|dissect|carotid
HP:0012162	Common carotid artery dissection	arteri|dissect|common|carotid
HP:0012163	Carotid artery aneurysm	arteri|carotid|aneurysm
HP:0012164	Asterixis	asterixis
HP:0012165	Oligodactyly	oligodactyly
HP:0012166	Skin-picking	skin-picking
HP:0012167	Hair-pulling	hair-pulling
HP:0012168	Head-banging	head-banging
HP:0012169	Self-biting	self-biting
HP:0012170	Nail-biting	nail-biting
HP:0012171	Stereotypical hand wringing	stereotyp|hand|wring
HP:0012172	Stereotypical body rocking	stereotyp|rock|bodi
HP:0012173	Orthostatic tachycardia	tachycardia|orthostat
HP:0012174	Glioblastoma multiforme	multiform|glioblastoma
HP:0012175	Resistance to activated protein C	protein|activ|resist|c
HP:0012176	Abnormality of natural killer cells	killer|natur|cell|abnorm
HP:0012177	Abnormal natural killer cell physiology	killer|natur|cell|abnorm|physiolog
HP:0012178	Reduced natural killer cell activity	killer|natur|activ|reduc|cell
HP:0012179	Craniofacial dystonia	craniofaci|dystonia
HP:0012180	Cystic medial necrosis	cystic|necrosi|medial
HP:0012181	Entrapment neuropathy	neuropathi|entrap
HP:0012182	Oropharyngeal squamous cell carcinoma	cell|oropharyng|squamous|carcinoma
HP:0012183	Hyperplastic colonic polyposis	polyposi|hyperplast|colon
HP:0012184	Hyperalphalipoproteinemia	hyperalphalipoproteinemia
HP:0012185	Constrictive median neuropathy	neuropathi|constrict|median
HP:0012186	Entrapment neuropathy of the ulnar nerve at elbow	neuropathi|ulnar|entrap|elbow|nerv
HP:0012187	Increased erythrocyte protoporphyrin concentration	concentr|increas|erythrocyt|protoporphyrin
HP:0012188	Hyperemesis gravidarum	gravidarum|hyperemesi
HP:0012189	Hodgkin lymphoma	hodgkin|lymphoma
HP:0012190	T-cell lymphoma	t-cell|lymphoma
HP:0012191	B-cell lymphoma	b-cell|lymphoma
HP:0012192	Cutaneous T-cell lymphoma	cutan|t-cell|lymphoma
HP:0012193	Anaplastic large-cell lymphoma	large-cel|lymphoma|anaplast
HP:0012194	Episodic hemiplegia	episod|hemiplegia
HP:0012195	Irregular respiration	respir|irregular
HP:0012196	Cheyne-Stokes respiration	respir|cheyne-stok
HP:0012197	Insulinoma	insulinoma
HP:0012198	Juvenile colonic polyposis	polyposi|juvenil|colon
HP:0012199	Cluster headache	headach|cluster
HP:0012200	Abnormality of prothrombin	abnorm|prothrombin
HP:0012201	Reduced prothrombin activity	activ|reduc|prothrombin
HP:0012202	increased serum bile acid concentration	bile|acid|concentr|increas|serum
HP:0012203	Onychomycosis	onychomycosis
HP:0012204	Recurrent vulvovaginal candidiasis	recurr|candidiasi|vulvovagin
HP:0012205	Globozoospermia	globozoospermia
HP:0012206	Abnormal sperm motility	abnorm|motil|sperm
HP:0012207	Reduced sperm motility	reduc|motil|sperm
HP:0012208	Nonmotile sperm	nonmotil|sperm
HP:0012209	Juvenile myelomonocytic leukemia	myelomonocyt|juvenil|leukemia
HP:0012210	Abnormal renal morphology	renal|abnorm|morpholog
HP:0012211	Abnormal renal physiology	renal|physiolog|abnorm
HP:0012212	Abnormal glomerular filtration rate	rate|abnorm|glomerular|filtrat
HP:0012213	Decreased glomerular filtration rate	decreas|rate|glomerular|filtrat
HP:0012214	Increased glomerular filtration rate	rate|increas|glomerular|filtrat
HP:0012215	Testicular microlithiasis	microlithiasi|testicular
HP:0012216	Entrapment neuropathy of suprascapular nerve	neuropathi|suprascapular|entrap|nerv
HP:0012217	Increased urinary porphobilinogen	urinari|increas|porphobilinogen
HP:0012218	Alveolar soft part sarcoma	soft|part|sarcoma|alveolar
HP:0012219	Erythema nodosum	erythema|nodosum
HP:0012220	Non-caseating epithelioid cell granulomatosis	granulomatosi|non-cas|cell|epithelioid
HP:0012221	Pretibial blistering	pretibi|blister
HP:0012222	Arachnoid hemangiomatosis	hemangiomatosi|arachnoid
HP:0012223	Splenic rupture	ruptur|splenic
HP:0012224	Circulating immune complexes	immun|complex|circul
HP:0012225	Oligodontia of primary teeth	oligodontia|primari|teeth
HP:0012226	Ovarian teratoma	ovarian|teratoma
HP:0012227	Urethral stricture	strictur|urethr
HP:0012228	Tension-type headache	tension-typ|headach
HP:0012229	CSF pleocytosis	pleocytosi|csf
HP:0012230	Rhegmatogenous retinal detachment	detach|rhegmatogen|retin
HP:0012231	Exudative retinal detachment	exud|detach|retin
HP:0012232	Shortened QT interval	shorten|interv|qt
HP:0012233	Intramuscular hematoma	intramuscular|hematoma
HP:0012234	Agranulocytosis	agranulocytosis
HP:0012235	Drug-induced agranulocytosis	agranulocytosi|drug-induc
HP:0012236	Elevated sweat chloride	elev|sweat|chlorid
HP:0012237	Urocanic aciduria	urocan|aciduria
HP:0012238	Hyperchylomicronemia	hyperchylomicronemia
HP:0012239	Atransferrinemia	atransferrinemia
HP:0012240	Increased intramyocellular lipid droplets	lipid|intramyocellular|increas|droplet
HP:0012241	Levator palpebrae superioris atrophy	palpebra|levat|atrophi|superiori
HP:0012242	Superior rectus atrophy	superior|rectus|atrophi
HP:0012243	Abnormal genital system morphology	system|genit|abnorm|morpholog
HP:0012244	Abnormal sex determination	sex|abnorm|determin
HP:0012245	Sex reversal	revers|sex
HP:0012246	Oculomotor nerve palsy	palsi|oculomotor|nerv
HP:0012247	Specific anosmia	anosmia|specif
HP:0012248	Prolonged PR interval	prolong|interv|pr
HP:0012249	Abnormal ST segment	segment|abnorm|st
HP:0012250	ST segment depression	segment|depress|st
HP:0012251	ST segment elevation	elev|segment|st
HP:0012252	Abnormal respiratory system morphology	system|abnorm|respiratori|morpholog
HP:0012253	Abnormal respiratory epithelium morphology	epithelium|abnorm|respiratori|morpholog
HP:0012254	Ewing's sarcoma	ewe|sarcoma
HP:0012255	Dynein arm defect of motile cilia	arm|dynein|cilia|defect|motil
HP:0012256	Absent outer dynein arms	arm|dynein|absent|outer
HP:0012257	Absent inner dynein arms	arm|dynein|absent
HP:0012258	Abnormal axonemal organization of motile cilia	organ|cilia|abnorm|motil|axonem
HP:0012259	Absent inner and outer dynein arms	arm|dynein|absent|outer
HP:0012260	Abnormal central microtubular pair morphology of motile cilia	microtubular|morpholog|pair|motil|cilia|abnorm|central
HP:0012261	Abnormal respiratory motile cilium physiology	physiolog|abnorm|respiratori|motil|cilium
HP:0012262	Abnormal ciliary motility	ciliari|abnorm|motil
HP:0012263	Immotile cilia	cilia|immotil
HP:0012264	Absent central microtubular pair morphology of motile cilia	microtubular|absent|morpholog|pair|motil|cilia|central
HP:0012265	Ciliary dyskinesia	ciliari|dyskinesia
HP:0012266	T-wave alternans	alternan|t-wave
HP:0012267	Absent ciliary axoneme radial spokes	ciliari|absent|radial|axonem|spoke
HP:0012268	Myxoid liposarcoma	liposarcoma|myxoid
HP:0012269	Abnormal muscle glycogen content	abnorm|muscl|glycogen|content
HP:0012270	Decreased muscle glycogen content	decreas|muscl|glycogen|content
HP:0012271	Episodic upper airway obstruction	episod|airway|upper|obstruct
HP:0012272	J wave	wave|j
HP:0012273	Increased carotid artery intimal medial thickness	intim|increas|carotid|arteri|thick|medial
HP:0012276	Digital flexor tenosynovitis	flexor|tenosynov|digit
HP:0012277	Hypoglycinemia	hypoglycinemia
HP:0012278	Abnormality of serine metabolism	metabol|serin|abnorm
HP:0012279	Hyposerinemia	hyposerinemia
HP:0012280	Hepatic amyloidosis	hepat|amyloidosi
HP:0012281	Chylous ascites	ascit|chylous
HP:0012282	Morbilliform rash	morbilliform|rash
HP:0012283	Small distal femoral epiphysis	epiphysi|distal|small|femor
HP:0012284	Small proximal tibial epiphyses	tibial|epiphys|proxim|small
HP:0012285	Abnormal hypothalamus physiology	physiolog|abnorm|hypothalamus
HP:0012286	Abnormal hypothalamus morphology	abnorm|hypothalamus|morpholog
HP:0012287	Hypothalamic luteinizing hormone-releasing hormone deficiency	hormone-releas|defici|hormon|lutein|hypothalam
HP:0012288	Neoplasm of head and neck	neck|neoplasm|head
HP:0012289	Facial neoplasm	facial|neoplasm
HP:0012290	Mouth neoplasm	mouth|neoplasm
HP:0012291	Tracheal neoplasm	neoplasm|tracheal
HP:0012292	Fusion of gums	gum|fusion
HP:0012293	Abnormal genital pigmentation	genit|abnorm|pigment
HP:0012294	Abnormality of the occipital bone	abnorm|bone|occipit
HP:0012295	Slender middle phalanx of finger	middl|finger|slender|phalanx
HP:0012296	Slender distal phalanx of finger	distal|finger|slender|phalanx
HP:0012297	Slender proximal phalanx of finger	finger|slender|proxim|phalanx
HP:0012298	Long middle  phalanx of finger	middl|finger|long|phalanx
HP:0012299	Long distal phalanx of finger	distal|finger|long|phalanx
HP:0012300	Ureteral agenesis	agenesi|ureter
HP:0012301	Type II transferrin isoform profile	ii|type|transferrin|isoform|profil
HP:0012302	Herpes simplex encephalitis	simplex|herp|enceph
HP:0012303	Abnormality of the aortic arch	arch|aortic|abnorm
HP:0012304	Hypoplastic aortic arch	arch|aortic|hypoplast
HP:0012305	Coarctation of the descending aortic arch	coarctat|descend|aortic|arch
HP:0012306	Abnormal rib ossification	abnorm|rib|ossif
HP:0012307	Spatulate ribs	spatul|rib
HP:0012308	Decreased serum complement C9	decreas|complement|c9|serum
HP:0012309	Cutaneous amyloidosis	cutan|amyloidosi
HP:0012310	Abnormal monocyte count	monocyt|count|abnorm
HP:0012311	Monocytosis	monocytosis
HP:0012312	Monocytopenia	monocytopenia
HP:0012313	Heberden's node	heberden|node
HP:0012314	Bouchard's node	bouchard|node
HP:0012315	Histiocytoma	histiocytoma
HP:0012316	Fibrous tissue neoplasm	fibrous|tissu|neoplasm
HP:0012317	Sacroiliac arthritis	sacroiliac|arthriti
HP:0012318	Occipital neuralgia	neuralgia|occipit
HP:0012319	Absent pigmentation of the abdomen	abdomen|absent|pigment
HP:0012320	Absent pigmentation of the limbs	absent|limb|pigment
HP:0012321	D-2-hydroxyglutaric aciduria	d-2-hydroxyglutar|aciduria
HP:0012322	Perifolliculitis	perifolliculitis
HP:0012323	Sleep myoclonus	sleep|myoclonus
HP:0012324	Myeloid leukemia	myeloid|leukemia
HP:0012325	Chronic myelomonocytic leukemia	chronic|myelomonocyt|leukemia
HP:0012326	Abnormality of the celiac artery	celiac|arteri|abnorm
HP:0012327	Celiac artery compression	celiac|arteri|compress
HP:0012328	Cementoma	cementoma
HP:0012329	Tufted angioma	tuft|angioma
HP:0012330	Pyelonephritis	pyelonephritis
HP:0012331	Abnormal autonomic nervous system morphology	nervous|system|abnorm|autonom|morpholog
HP:0012332	Abnormal autonomic nervous system physiology	nervous|system|physiolog|abnorm|autonom
HP:0012333	Abnormal sudomotor regulation	sudomotor|abnorm|regul
HP:0012334	Extrahepatic cholestasis	cholestasi|extrahepat
HP:0012335	Abnormality of folate metabolism	metabol|abnorm|folat
HP:0012336	Reduced cerebrospinal fluid 5-methyltetrahydrofolate concentration	concentr|5-methyltetrahydrofol|reduc|cerebrospin|fluid
HP:0012337	Abnormal homeostasis	homeostasi|abnorm
HP:0012338	Abnormal energy expenditure	expenditur|abnorm|energi
HP:0012339	Increased resting energy expenditure	expenditur|rest|increas|energi
HP:0012340	Decreased resting energy expenditure	decreas|expenditur|rest|energi
HP:0012341	Microprolactinoma	microprolactinoma
HP:0012342	Macroprolactinoma	macroprolactinoma
HP:0012343	Decreased serum ferritin	decreas|ferritin|serum
HP:0012344	Morphea	morphea
HP:0012345	Abnormal glycosylation	glycosyl|abnorm
HP:0012346	Abnormal protein glycosylation	protein|glycosyl|abnorm
HP:0012347	Abnormal protein N-linked glycosylation	protein|n-link|glycosyl|abnorm
HP:0012348	Decreased galactosylation of N-linked protein glycosylation	decreas|galactosyl|n-link|protein|glycosyl
HP:0012349	Abnormal sialylation of N-linked protein glycosylation	n-link|protein|glycosyl|abnorm|sialyl
HP:0012350	Decreased sialylation of N-linked protein glycosylation	decreas|n-link|protein|glycosyl|sialyl
HP:0012351	Increased sialylation of N-linked protein glycosylation	n-link|protein|glycosyl|increas|sialyl
HP:0012352	Abnormal fucosylation of protein N-linked glycosylation	fucosyl|protein|n-link|glycosyl|abnorm
HP:0012353	Decreased fucosylation of N-linked protein glycosylation	decreas|fucosyl|n-link|protein|glycosyl
HP:0012354	Increased fucosylation of N-linked protein glycosylation	fucosyl|n-link|protein|glycosyl|increas
HP:0012355	Abnormal mannosylation of N-linked protein glycosylation	n-link|protein|glycosyl|abnorm|mannosyl
HP:0012356	Decreased mannosylation of N-linked protein glycosylation	decreas|n-link|protein|glycosyl|mannosyl
HP:0012357	Increased mannosylation of N-linked protein glycosylation	n-link|protein|glycosyl|increas|mannosyl
HP:0012358	Abnormal protein O-linked glycosylation	protein|glycosyl|abnorm|o-link
HP:0012359	Abnormal fucosylation of O-linked protein glycosylation	fucosyl|protein|glycosyl|abnorm|o-link
HP:0012360	Decreased fucosylation of O-linked protein glycosylation	decreas|fucosyl|protein|glycosyl|o-link
HP:0012361	Increased fucosylation of O-linked protein glycosylation	fucosyl|protein|glycosyl|increas|o-link
HP:0012362	Abnormal sialylation of O-linked protein glycosylation	protein|glycosyl|abnorm|sialyl|o-link
HP:0012363	Decreased sialylation of O-linked protein glycosylation	decreas|protein|glycosyl|sialyl|o-link
HP:0012364	Decreased urinary potassium	decreas|urinari|potassium
HP:0012365	Hypophosphaturia	hypophosphaturia
HP:0012366	Basilar invagination	basilar|invagin
HP:0012367	Extra fontanelles	extra|fontanell
HP:0012368	Flat face	flat|face
HP:0012369	Malar anomaly	anomali|malar
HP:0012370	Cheekbone prominence	promin|cheekbon
HP:0012371	Midface prominence	promin|midfac
HP:0012372	Abnormal eye morphology	abnorm|eye|morpholog
HP:0012373	Abnormal eye physiology	physiolog|abnorm|eye
HP:0012374	Abnormality of the globe	globe|abnorm
HP:0012375	Chemosis	chemosis
HP:0012376	Microphakia	microphakia
HP:0012377	Hemianopsia	hemianopsia
HP:0012378	Fatigue	fatigue
HP:0012379	Abnormal enzyme/coenzyme activity	enzym|activ|abnorm|coenzym
HP:0012380	Reduced carnitine O-palmitoyltransferase activity	carnitin|o-palmitoyltransferas|reduc|activ
HP:0012381	Delayed self-feeding during toddler years	toddler|delay|self-feed|year
HP:0012382	Left-to-right shunt	left-to-right|shunt
HP:0012383	Bidirectional shunt	bidirect|shunt
HP:0012384	Rhinitis	rhinitis
HP:0012385	Camptodactyly	camptodactyly
HP:0012386	Absent hallux	absent|hallux
HP:0012387	Bronchitis	bronchitis
HP:0012388	Acute bronchitis	bronchiti|acut
HP:0012389	Appendicular hypotonia	hypotonia|appendicular
HP:0012390	Anal fissure	anal|fissur
HP:0012391	Hyporeflexia of upper limbs	hyporeflexia|upper|limb
HP:0012392	Jaw hyporeflexia	hyporeflexia|jaw
HP:0012393	Allergy	allergy
HP:0012394	Iodine contrast allergy	contrast|iodin|allergi
HP:0012395	Seasonal allergy	season|allergi
HP:0012396	Biliary dyskinesia	biliari|dyskinesia
HP:0012397	Aortic atherosclerosis	aortic|atherosclerosi
HP:0012398	Peripheral edema	peripher|edema
HP:0012399	Pressure ulcer	pressur|ulcer
HP:0012400	Abnormal aldolase level	level|abnorm|aldolas
HP:0012401	Abnormal urine alpha-ketoglutarate concentration	concentr|urin|alpha-ketoglutar|abnorm
HP:0012402	Increased urine alpha-ketoglutarate concentration	concentr|urin|alpha-ketoglutar|increas
HP:0012403	Decreased urine alpha-ketoglutarate concentration	decreas|urin|concentr|alpha-ketoglutar
HP:0012404	Abnormal urine citrate concentration	concentr|urin|abnorm|citrat
HP:0012405	Hypocitraturia	hypocitraturia
HP:0012406	Hypercitraturia	hypercitraturia
HP:0012407	Scissor gait	scissor|gait
HP:0012408	Medullary nephrocalcinosis	medullari|nephrocalcinosi
HP:0012409	Cortical nephrocalcinosis	nephrocalcinosi|cortic
HP:0012410	Pure red cell aplasia	red|aplasia|cell|pure
HP:0012411	Premature pubarche	prematur|pubarch
HP:0012412	Premature adrenarche	prematur|adrenarch
HP:0012413	Notched primary central incisor	primari|notch|incisor|central
HP:0012414	Duodenal atrophy	atrophi|duoden
HP:0012415	Abnormal blood gas level	gas|abnorm|blood|level
HP:0012416	Hypercapnia	hypercapnia
HP:0012417	Hypocapnia	hypocapnia
HP:0012418	Hypoxemia	hypoxemia
HP:0012419	Hyperoxemia	hyperoxemia
HP:0012420	Meconium stained amniotic fluid	fluid|meconium|stain|amniot
HP:0012421	Congenital absence of foreskin	foreskin|congenit|absenc
HP:0012422	Villous hypertrophy of choroid plexus	choroid|villous|hypertrophi|plexus
HP:0012423	Colonic inertia	inertia|colon
HP:0012424	Chorioretinitis	chorioretinitis
HP:0012425	Stercoral ulcer	stercor|ulcer
HP:0012426	Optic disc drusen	drusen|optic|disc
HP:0012427	Excessive femoral anteversion	excess|antevers|femor
HP:0012428	Prominent calcaneus	promin|calcaneus
HP:0012429	Aplasia/Hypoplasia of the cerebral white matter	aplasia|hypoplasia|white|matter|cerebr
HP:0012430	Cerebral white matter hypoplasia	white|matter|hypoplasia|cerebr
HP:0012431	Episodic fatigue	episod|fatigu
HP:0012432	Chronic fatigue	chronic|fatigu
HP:0012433	Abnormal social behavior	social|abnorm|behavior
HP:0012434	Delayed social development	delay|social|develop
HP:0012435	Ventral shortening of foreskin	ventral|shorten|foreskin
HP:0012436	Nonocclusive coronary artery disease	arteri|nonocclus|coronari|diseas
HP:0012437	Abnormal gallbladder morphology	morpholog|abnorm|gallbladd
HP:0012438	Abnormal gallbladder physiology	physiolog|abnorm|gallbladd
HP:0012439	Abnormal biliary tract physiology	physiolog|abnorm|biliari|tract
HP:0012440	Abnormal biliary tract morphology	morpholog|abnorm|biliari|tract
HP:0012441	Sphincter of Oddi dyskinesia	oddi|sphincter|dyskinesia
HP:0012442	Gallbladder dyskinesia	dyskinesia|gallbladd
HP:0012443	Abnormality of brain morphology	abnorm|brain|morpholog
HP:0012444	Brain atrophy	atrophi|brain
HP:0012446	Low CSF 5-methyltetrahydrofolate	low|csf|5-methyltetrahydrofol
HP:0012447	Abnormal myelination	abnorm|myelin
HP:0012448	Delayed myelination	delay|myelin
HP:0012449	Sacroiliac joint synovitis	sacroiliac|synov|joint
HP:0012450	Chronic constipation	chronic|constip
HP:0012451	Acute constipation	constip|acut
HP:0012452	Restless legs	restless|leg
HP:0012453	Bilateral wrist flexion contracture	bilater|flexion|contractur|wrist
HP:0012454	Unilateral wrist flexion contracture	unilater|flexion|contractur|wrist
HP:0012455	Large artery calcification	arteri|calcif|larg
HP:0012456	Medial arterial calcification	arteri|calcif|medial
HP:0012457	Medial calcification of medium-sized arteries	medium-s|arteri|calcif|medial
HP:0012458	Medial calcification of small arteries	arteri|small|calcif|medial
HP:0012459	Hypnic headache	hypnic|headach
HP:0012460	Dysmorphic inferior cerebellar vermis	cerebellar|vermi|dysmorph|inferior
HP:0012461	Bacteriuria	bacteriuria
HP:0012462	Chin myoclonus	chin|myoclonus
HP:0012463	Elevated transferrin saturation	elev|satur|transferrin
HP:0012464	Decreased transferrin saturation	decreas|satur|transferrin
HP:0012465	Elevated hepatic iron concentration	concentr|elev|iron|hepat
HP:0012466	Chronic respiratory acidosis	chronic|respiratori|acidosi
HP:0012467	Acute respiratory acidosis	respiratori|acidosi|acut
HP:0012468	Chronic acidosis	chronic|acidosi
HP:0012469	Infantile spasms	spasm|infantil
HP:0012470	Setting-sun eye phenomenon	setting-sun|phenomenon|eye
HP:0012471	Thick vermilion border	border|vermilion|thick
HP:0012472	Eclabion	eclabion
HP:0012473	Tongue atrophy	tongu|atrophi
HP:0012474	Carotid artery occlusion	occlus|arteri|carotid
HP:0012475	Specific antibody deficiency	specif|antibodi|defici
HP:0012476	Specific pneumococcal antibody deficiency	specif|pneumococc|antibodi|defici
HP:0012477	Vocal tremor	vocal|tremor
HP:0012478	Temporomandibular joint ankylosis	temporomandibular|ankylosi|joint
HP:0012479	Temporomandibular joint crepitus	temporomandibular|crepitus|joint
HP:0012480	Abnormality of cerebral veins	vein|abnorm|cerebr
HP:0012481	Cerebral venous angioma	angioma|cerebr|venous
HP:0012482	Frontal venous angioma	frontal|venous|angioma
HP:0012483	Abnormal alpha granules	granul|alpha|abnorm
HP:0012484	Abnormal dense granules	granul|abnorm|dens
HP:0012485	Abnormal surface-connected open canalicular system	system|canalicular|surface-connect|abnorm|open
HP:0012486	Myelitis	myelitis
HP:0012487	Cerebellopontine angle arachnoid cyst	angl|cyst|cerebellopontin|arachnoid
HP:0012488	Intraventricular arachnoid cyst	cyst|intraventricular|arachnoid
HP:0012489	Suprasellar arachnoid cyst	cyst|arachnoid|suprasellar
HP:0012490	Panniculitis	panniculitis
HP:0012491	Abnormal dense tubular system	system|abnorm|dens|tubular
HP:0012492	Cerebral artery stenosis	arteri|cerebr|stenosi
HP:0012493	Middle cerebral artery stenosis	middl|arteri|cerebr|stenosi
HP:0012494	Anterior cerebral artery stenosis	anterior|arteri|cerebr|stenosi
HP:0012495	Posterior cerebral artery stenosis	arteri|cerebr|posterior|stenosi
HP:0012496	Reduced maximal inspiratory pressure	pressur|maxim|reduc|inspiratori
HP:0012497	Reduced maximal expiratory pressure	pressur|maxim|reduc|expiratori
HP:0012498	Nuchal cord	nuchal|cord
HP:0012499	Descending aortic dissection	descend|aortic|dissect
HP:0012500	Verrucous papule	verruc|papul
HP:0012501	Abnormality of the brainstem white matter	white|matter|abnorm|brainstem
HP:0012502	Abnormality of the internal capsule	intern|abnorm|capsul
HP:0012503	Abnormality of the pituitary gland	gland|pituitari|abnorm
HP:0012504	Abnormal size of pituitary gland	gland|pituitari|abnorm|size
HP:0012505	Enlarged pituitary gland	gland|pituitari|enlarg
HP:0012506	Small pituitary gland	gland|pituitari|small
HP:0012507	Weakness of orbicularis oculi muscle	oculi|weak|muscl|orbiculari
HP:0012508	Metamorphopsia	metamorphopsia
HP:0012509	Reduced thyroxin-binding globulin	thyroxin-bind|reduc|globulin
HP:0012510	Extra-axial cerebrospinal fluid accumulation	extra-axi|accumul|cerebrospin|fluid
HP:0012511	Temporal optic disc pallor	tempor|optic|pallor|disc
HP:0012512	Diffuse optic disc pallor	disc|optic|pallor|diffus
HP:0012513	Upper limb pain	upper|limb|pain
HP:0012514	Lower limb pain	lower|limb|pain
HP:0012515	Hip flexor weakness	flexor|hip|weak
HP:0012516	Tetralogy of Fallot with pulmonary atresia	tetralog|atresia|fallot|pulmonari
HP:0012517	Reduced catalase activity	activ|reduc|catalas
HP:0012518	Abnormality of circle of Willis	willi|abnorm|circl
HP:0012519	Hypoplastic posterior communicating artery	communic|arteri|hypoplast|posterior
HP:0012520	Perivascular spaces	perivascular|space
HP:0012521	Optic nerve aplasia	aplasia|optic|nerv
HP:0100000	Early onset of sexual maturation	sexual|earli|matur|onset
HP:0100001	Malignant mesothelioma	mesothelioma|malign
HP:0100002	Pleural mesothelioma	mesothelioma|pleural
HP:0100003	Peritoneal mesothelioma	mesothelioma|periton
HP:0100004	Pericardial mesothelioma	mesothelioma|pericardi
HP:0100005	Testicular mesothelioma	mesothelioma|testicular
HP:0100006	Neoplasm of the central nervous system	nervous|system|neoplasm|central
HP:0100007	Neoplasm of the peripheral nervous system	peripher|nervous|system|neoplasm
HP:0100008	Schwannoma	schwannoma
HP:0100009	Intracranial meningioma	intracrani|meningioma
HP:0100010	Spinal meningioma	spinal|meningioma
HP:0100011	Scleral schwannoma	scleral|schwannoma
HP:0100012	Neoplasm of the eye	neoplasm|eye
HP:0100013	Neoplasm of the breast	breast|neoplasm
HP:0100014	Epiretinal membrane	epiretin|membran
HP:0100015	Stahl ear	ear|stahl
HP:0100016	Abnormality of the mesentery	abnorm|mesenteri
HP:0100017	Capsular cataract	capsular|cataract
HP:0100018	Nuclear cataract	nuclear|cataract
HP:0100019	Cortical cataract	cataract|cortic
HP:0100020	Posterior capsular cataract	capsular|cataract|posterior
HP:0100021	Cerebral palsy	palsi|cerebr
HP:0100022	Abnormality of movement	abnorm|movement
HP:0100023	Recurrent hand flapping	recurr|hand|flap
HP:0100024	Conspicuously happy disposition	conspicu|happi|disposit
HP:0100025	Overfriendliness	overfriendliness
HP:0100026	Arteriovenous malformation	malform|arterioven
HP:0100027	Recurrent pancreatitis	recurr|pancreat
HP:0100028	Ectopic thyroid	ectop|thyroid
HP:0100029	Lingual thyroid	thyroid|lingual
HP:0100030	Accessory ectopic thyroid tissue	ectop|tissu|accessori|thyroid
HP:0100031	Neoplasm of the thyroid gland	gland|neoplasm|thyroid
HP:0100033	Tics	tics
HP:0100034	Motor tics	motor|tic
HP:0100035	Phonic tics	tic|phonic
HP:0100036	Pseudo-fractures	pseudo-fractures
HP:0100037	Abnormality of the scalp hair	scalp|abnorm|hair
HP:0100038	Slow-growing scalp hair	scalp|hair|slow-grow
HP:0100039	Thickened cortex of bones	cortex|bone|thicken
HP:0100040	Broad 2nd toe	broad|toe
HP:0100041	Broad 3rd toe	broad|toe
HP:0100042	Broad 4th toe	broad|toe|4th
HP:0100043	Broad 5th toe	5th|broad|toe
HP:0100044	Absent epiphyses of the 2nd toe	epiphys|absent|toe
HP:0100045	Bracket epiphyses of the 2nd toe	epiphys|toe|bracket
HP:0100046	Cone-shaped epiphyses of the 2nd toe	epiphys|toe|cone-shap
HP:0100047	Enlarged epiphyses of the 2nd toe	epiphys|enlarg|toe
HP:0100048	Fragmentation of the epiphyses of the 2nd toe	fragment|epiphys|toe
HP:0100049	Irregular epiphyses of the 2nd toe	epiphys|irregular|toe
HP:0100050	Ivory epiphyses of the 2nd toe	epiphys|toe|ivori
HP:0100051	Pseudoepiphyses of the 2nd toe	pseudoepiphys|toe
HP:0100052	Small epiphyses of the 2nd toe	epiphys|small|toe
HP:0100053	Stippling of the epiphyses of the 2nd toe	epiphys|toe|stippl
HP:0100054	Triangular epiphyses of the 2nd toe	epiphys|triangular|toe
HP:0100055	Absent epiphyses of the 3rd toe	epiphys|absent|toe
HP:0100056	Bracket epiphyses of the 3rd toe	epiphys|toe|bracket
HP:0100057	Cone-shaped epiphyses of the 3rd toe	epiphys|toe|cone-shap
HP:0100058	Enlarged epiphyses of the 3rd toe	epiphys|enlarg|toe
HP:0100059	Fragmentation of the epiphyses of the 3rd toe	fragment|epiphys|toe
HP:0100060	Irregular epiphyses of the 3rd toe	epiphys|irregular|toe
HP:0100061	Ivory epiphyses of the 3rd toe	epiphys|toe|ivori
HP:0100062	Pseudoepiphyses of the 3rd toe	pseudoepiphys|toe
HP:0100063	Small epiphyses of the 3rd toe	epiphys|small|toe
HP:0100064	Stippling of the epiphyses of the 3rd toe	epiphys|toe|stippl
HP:0100065	Triangular epiphyses of the 3rd toe	epiphys|triangular|toe
HP:0100066	Absent epiphyses of the 4th toe	epiphys|absent|toe|4th
HP:0100067	Bracket epiphyses of the 4th toe	epiphys|toe|bracket|4th
HP:0100068	Cone-shaped epiphyses of the 4th toe	epiphys|toe|cone-shap|4th
HP:0100069	Enlarged epiphyses of the 4th toe	epiphys|enlarg|toe|4th
HP:0100070	Fragmentation of the epiphyses of the 4th toe	fragment|epiphys|toe|4th
HP:0100071	Irregular epiphyses of the 4th toe	epiphys|irregular|toe|4th
HP:0100072	Ivory epiphyses of the 4th toe	4th|epiphys|toe|ivori
HP:0100073	Pseudoepiphyses of the 4th toe	pseudoepiphys|toe|4th
HP:0100074	Small epiphyses of the 4th toe	epiphys|small|toe|4th
HP:0100075	Stippling of the epiphyses of the 4th toe	4th|epiphys|toe|stippl
HP:0100076	Triangular epiphyses of the 4th toe	epiphys|triangular|toe|4th
HP:0100077	Absent epiphyses of the 5th toe	5th|epiphys|absent|toe
HP:0100078	Bracket epiphyses of the 5th toe	5th|epiphys|toe|bracket
