relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0026557.pdf_195_195_36_36_3_4	craniosynostosis/HP:0011330|Metopic synostosis	{36}	{3,4}	{Perhaps,coronal,and,metopic,synostosis,MAB21,L2,~,0.66,~,58,~,0.80,(,~,74,),share,very,similar,gene,expression,proﬁles,because,these,forms,of,CN1-NA133,",",o_67,",59",",0",_,66,"1,581",single-suture,craniosynostosis,are,rarer,than,sagittal,synostosis,and,TGFB2,[,069,gm,i067,1,",",59,),have,fewer,root,causes,.}	{"( Figure 3 ) .","This diagram highlights the overlap in the expression of HEY2 ‘ Q65 T57 T068 ( ' 60 ) nineteen genes shared among coronal and metopic cases ( Figure 3 , F/W383 * 0-55 ’58 * 0-52 F54 ) Venn regions m1 and U12 ) ."}	{"In contrast , sagittal craniosynostosis cases",.}	0.43
RELATION_GENEHPOTERM_journal.pone.0019456.pdf_490_490_14_14_35_36	C1/HP:0000546|Retinal degeneration	{14}	{35,36}	{Albert,DIVI,",",Neekhra,A,",",‘,Vang,S,",",Darjatmoko,SR,",",Sorenson,C1,"\\\\",’,I,",",et,al.,(,2010,),Development,of,choroidal,neovascularization,in,rats,with,advanced,intense,cyclic,light-induced,retinal,degeneration,.}	{"Nat Nled 14 : 194 ~ 198 .","20 ."}	{"Arch Ophthalmol 128 : 212 — 222 .","21 ."}	0
RELATION_GENEHPOTERM_journal.pone.0101978.pdf_99_99_13_13_5_6	TG/HP:0000819|Diabetes mellitus	{13}	{5,6}	{Among,the,exclusion,criteria,were,diabetes,mellitus,",",any,concomitant,chronic,disease,",",TG,),>,3.97,mmol,/,L,(,350,mg/dL,),",",pregnant,or,lactating,",",and,a,history,of,CVD,.}	{"All participants provided written informed consent prior to participation in the trial .","The participants were community-dwelling men and women > 18 years of age , with mild-moderately elevated LDL-c between 3.35 mmol/L [ 130 mg/dL ] and 4.88 mmol/L [ 189 mg/dL ] , and were candidates for lifestyle intervention without hypolipemic drug treatment ."}	{"Participant eligibility or exclusion was assessed by the attending physician and was based on review of clinical records , followed by a screening visit .","Randomization and intervention The randomization code was computer generated ."}	0.012
RELATION_GENEHPOTERM_SCPDFS_38891.pdf_195_195_20_20_4_4	NHS/HP:0002099|Asthma	{20}	{4}	{Seventy,physician-diagnosed,cases,of,asthma,and,140,reportedly,asthma-free,controls,were,selected,from,among,self-identiﬁed,European,American,participants,in,the,NHS,.}	{"The four most common haplotypes could be unambiguously distinguished by genotyping the two SNPs at -1237 and 2848 .","Case — control association studies between these two SNPs and self-reported diagnosed illnesses were performed using banked DNA from three well established and previously described cohort studies — the Nurse ’s Health Study [ 13 ] ( NHS ) , which has followed an initial enrollment of 120,000 nurses over the past 24 years , with DNA available on 35,000 subjects ; the Physicians ’ Health Study [ 14 ] ( PHS ) , a longitudinal clinical trial involving approximately 22,000 U.S. physicians , with DNA available from approximately 18,000 subjects ; and the Normative Aging Study [ 15 ] ( NAS ) , which has followed an initial enrollment of 2180 healthy men for more than 30 years , with DNA available from approximately 2000 participants ."}	{"The same numbers of cases of both self-reported deep venous thrombosis and self-reported myocardial infarction and two corresponding samples of 140 disease-free controls were selected from the PHS .","Seventy physician-diagnosed cases of chronic obstructive pulmonary disease and 140 disease-free controls were selected from among selfidentiﬁed European American participants in the NAS ."}	0.004
RELATION_GENEHPOTERM_journal.pone.0007887.pdf_219_219_51_51_34_34	IV/HP:0009592|Astrocytoma	{51}	{34}	{Abbreviations,:,PA,—,pilocytic,astrocytoma,",",WHO,grade,I,;,LGG,",",nos,—,low-grade,glioma,",",not,otherwise,speciﬁed,",",WHO,grade,I,or,II,;,GG,—,ganglioglioma,;,A2,—,astrocytoma,",",WHO,grade,II,;,HG,—,high,—,grade,glioma,",",WHO,grade,III,or,IV,.}	{"Figure 2 .","BRAFV6 ° ° E mutations detected in archival samples of pediatric gliomas ."}	{"Parentheses indicate total number of samples ( in chart ) or number of samples with indicated mutation ( outside chart ) .","doi :10.1371 / journa | ."}	0.008
RELATION_GENEHPOTERM_journal.pone.0029318.pdf_47_47_13_13_37_37	myeloperoxidase/HP:0002099|Asthma	{13}	{37}	{The,localization,of,several,neutrophil,enzymes,with,proinﬂammatory,function,",",like,elastase,",",myeloperoxidase,(,MPo,),or,proteinase,3,",",to,NETs,and,the,increasing,evidence,for,the,implication,of,NETs,in,non-infectious,diseases,",",including,asthma,[,25,],",",ulcerative,colitis,[,26,],and,systemic,lupus,erythematosus,(,SLE,),[,27,—,29,],",",suggest,a,role,for,the,formation,of,these,structures,in,the,ampliﬁcation,of,the,inﬂammatory,responses,that,characterize,these,disorders,.}	{"It is suggested that capture and killing of microbes by the formation of NETs constitutes an additional mechanism for pathogen elimination which expands neutrophil microbicidal activity after cell death [ 22,23 ] .","However , NET release from cells not undergoing NETosis has also been reported [ 24 ] ."}	{"Since both neutrophils and ILl | 3 play a major role in the pathogenesis of acute gout , we studied the generation of NETs during acute gout and its relation to autophagy and IL-1 Herein , we report for the ﬁrst time proinﬂammatory NET formation from neutrophils derived from synovial ﬂuid and peripheral neutrophils from patients with acute gout and control neutrophils stimulated with MSU crystals .","We also present data linking this to autophagy and IL-1 R4"}	0.032
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0002178.pdf_101_101_9_9_38_38_UNSUP	SS/—	{9}	{38}	{M1269,was,grown,under,',|,',|,',SS,—,1,inducing,conditions,",",immobilized,on,ge,|,atine,—,coated,coverslips,",",fixed,",",permeabilized,and,SptP,and,SipA,pools,in,the,bacterial,cytosol,were,immuno,—,strained,(,Materials,and,Methods,),.}	{"( A ) SipA and SptP expression in wt 5 .","Typhimurium ."}	{"DNA was stained with DAPI .","( B ) Fraction of bacteria harboring SipA ( open bars ) , SptP ( black bars ) and fraction of the SipA \\" bacteria also harboring SptP ( grey bars ) ; Data was obtained from experiments as described in ( A ) and ( C ) ; n > 400 bacteria , two independent experiments ; ( C ) SipA and SptP expression in hilA over — expressing S. Typhimurium ."}	0
RELATION_GENEHPOTERM_journal.pone.0080703.pdf_640_640_23_23_28_29	GLUT1/HP:0001402|Hepatocellular carcinoma	{23}	{28,29}	{doi,:10.1038,/,nrc1877,Amann,T,",",Maegdefrau,U,",",Hartmann,A,",",Agaimy,A,",",Marienhagen,J,et,al.,(,2009,),GLUT1,expression,is,increased,in,hepatocellular,carcinoma,and,promotes,tumorigenesis,.}	{"PubMed : 16572188 .","nrc1877 P | | ; Avai | ab | e : ."}	{"Am J Pathol 174 : 1544-1552 .","doi :10.2353 / ajpath .2009.080596 ."}	0.448
RELATION_GENEHPOTERM_journal.pone.0032789.pdf_417_417_7_7_34_35	RS/HP:0200123|Chronic hepatitis	{7}	{34,35}	{Shi,lVI,",",Yang,ZJ,",",VVang,RS,",",Zhang,H,",",Zhu,YF,",",et,al.,(,2006,),Rapid,quantitation,of,1amivudine,~,resistant,mutants,in,lamivudine,treated,and,untreated,patients,with,chronic,hepatitis,B,virus,infection,.}	{"Chinese Journal of lVIodern l \\\\ ’ Iedicine 19 : 1544 — 1546 .","10 ."}	{"Clin Chim Acta 373 : 1724175 .","11 ."}	0
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0017416.pdf_525_525_4_4_21_21_UNSUP	DL/nhel	{4}	{21}	{Denker,SP,",",Barber,DL,(,2002,),Cell,migration,requires,both,ion,translocation,and,cytoskeletal,anchoring,by,the,Na-H,exchanger,NHEl,.}	{"Busco G , Cardone RA , Greco l \\\\ ’ IR , Bellizzi A , Colella l \\\\ ’ I , et al. ( 2010 ) NHEl promotes invadopodial ECNI proteolysis through acidification of the periinvadopodial space .","FASEBJ Epub June 14 : Doi 101096/fj09 -149518 ."}	{"J Cell Biol 159 : 1087 — l096 .","Lagarde AE , Franchi AJ , Paris S , Pouyssegur Jl \\\\ ’ I ( 1988 ) Ellect of mutations affecting Na + : HT antiport activity on tumorigenic potential of hamster lung f1broblasts ."}	0
RELATION_GENEHPOTERM_journal.pone.0079662.pdf_358_358_4_4_16_17	JK/HP:0005086|Knee osteoarthritis	{4}	{16,17}	{Lyu,SR,",",Chiang,JK,",",Tseng,CE,(,2010,),Medial,plica,in,patients,with,knee,osteoarthritis,:,a,histomorphological,study,.}	{"PubMed : 17868961 .",.}	{"Knee Surg Sports Traumatol Arthrosc 18 : 769-776 .","doi :10.1007 / s00167-009-0946-2 ."}	0.002
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0096445.pdf_510_510_30_30_21_21_UNSUP	U6/computer	{30}	{21}	{There,are,several,reasons,to,explain,the,difference,of,our,results,and,computer,algorithms,",",one,of,them,being,that,most,computer,algorithms,were,derived,from,early,siRNA,studies,and,U6,promoter,driven,shRNAs,.}	{"For example , commercial programs are offered by Dharmacon ( http : / / www.dharmacon.com/DesignCenter ) , Invitrogen ( http : / / rnaidesigner.invitrogen.com/rnaiexpress/design.do ) , InvivoGen ( www.sirnawizard.com ) , and the noncommercial SFOLD ( http : / / sfold.wadsworth.org ) .","our library , none has been found when using these algorithms , although clone H3 sequence is close to that of Dharmacon sequence 942 ."}	{"The difficulty of using computer programs may also be due to interactions between target mRNAs and associated proteins in cells [ 21,22 ] and the availability of the enzymes involved in the processing of shRNA to siRNA ( such as Drosha , Exportin-5 and Dicer [ 26,2 7 ] ) in different types of cells .","Therefore , it is not surprising that none of these 12"}	0.052
RELATION_GENEHPOTERM_SUP_F_H_SCPDFS_11001.pdf_9_9_57_58_5_7_UNSUP	tyrosine_hydroxylase/leukemia inhibitory factor	{57,58}	{5,6,7}	{We,now,report,that,when,leukemia,inhibitory,factor,(,LIF,),",",heart,cell-conditioned,medium,(,HCCM,),",",or,dermal,ﬁbroblast-conditioned,medium,(,DFCM,),is,applied,to,only,distal,neurites,in,compartmented,cultures,of,rat,sympathetic,neurons,",",the,neurons,exhibit,an,increase,in,speciﬁc,choline,acetyltransferase,activity,and,a,concomitant,decrease,in,levels,of,tyrosine,hydroxylase,.}	{"Cholinergic properties are induced in sympathetic neurons by several factors applied to entire neurons in culture .","Evidence from work with the rat sweat gland model indicates that factors located in target tissues can induce choliner — gic differentiation in vivo ."}	{"LIF , HCCM , and DFCM also induce neurite fasciculation , thus suggesting an additional role of cholinergic switching factors in regulating axon — axon and / or axon-substrate adhesion .","These results demonstrate that rat sympathetic neurons have the cellular machinery to respond to cholinergic differentiation cues located in peripheral targets , analogous to the response to nerve growth factor ."}	0
RELATION_GENEHPOTERM_journal.pone.0051449.pdf_479_479_25_25_33_34	KRAS/HP:0003003|Colon cancer	{25}	{33,34}	{In,conclusion,",",this,study,conﬁrms,and,extends,our,previous,data,showing,that,concomitant,inhibition,of,two,commonly,mutated,pathways,(,"\\\\",/,Vnt,and,KRAS,),leads,to,superior,antitumor,effects,in,colon,cancer,cells,that,carry,those,mutations,.}	{"More studies are needed to address this point .","Clearly , however , the growth inhibitory activity of pyrvimium correlates with down-regulation of pygopus ."}	{"The synergistic activity was specific , as it was not observed in CRC cells expressing wild-type KRAS .","The potential advantages offered by a synergistic combined treatment resides in the possibility to ( i ) shut down both oncogenic drivers and ( ii ) reduce drug doses , thus limiting toxic effects ."}	0.986
RELATION_GENEHPOTERM_SUP_F_GH_journal.pone.0082907.pdf_173_173_16_16_17_17_UNSUP	PC/patient	{16}	{17}	{COX-2,is,a,potential,therapy,target,for,PC,and,may,work,as,a,prognostic,factor,for,PC,patients,[,33,],.}	{"PLOS ONE | www .","p | osone.org overexpression correlates with T3-T4 stages of PC ."}	{"COX-2 overexpression may be an unfavorable prognostic and a chemoradiation resistance predictive factor for cervical cancer [ 34 ] .","Moreover , COX-2 may play an important role in the progress of oesophageal squamous cell carcinoma ( ESCC ) , as its overexpression correlates not only with the invasion depth and TNM stages , but also with the reduced OS ."}	0.016
RELATION_GENEHPOTERM_journal.pone.0034815.pdf_315_315_1_1_23_23	HY/HP:0000646|Amblyopia	{1}	{23}	{He,HY,",",Ray,B,",",Dennis,K,",",Quinlan,EM,(,2007,),Experience,—,dependent,recovery,of,vision,following,chronic,deprivation,amblyopia,.}	{"Pizzorusso T , Medini P , Landi S , Baldini S , Berardi N , et al. ( 2006 ) Structural and functional recovery from early monocular deprivation in adult rats .","Proc Natl Acad Sci U S A 103 : 8517 — 8522 ."}	{"Nat Neurosci 10 : 1 13441 136 .","Sale A , Maya Vetencourt _ ] F , Medini P , Cenni MC , Baroncelli L , et al. ( 2007 ) Environmental enrichment in adulthood promotes amblyopia recovery through a reduction of intracortical inhibition ."}	0
RELATION_GENEHPOTERM_journal.pone.0039483.pdf_693_693_13_13_33_35	CR/HP:0007354|Amyotrophic lateral sclerosis	{13}	{33,34,35}	{Kwiatkowski,TJJr,",",Bosco,DA,",",Leclerc,AL,",",Tamrazian,E,",",Vanderburg,CR,",",et,al.,(,2009,),1,"\\\\",’,Iutations,in,the,FUS/TLS,gene,on,chromosome,16,cause,familial,amyotrophic,lateral,sclerosis,.}	{"Kovacs GG , l \\\\ Iurrel1 JR , Horvath S , Haraszti L , lVIajtenyi K , et al. ( 2009 ) TARDBP variation associated with frontotemporal dementia , supranuclear gaze palsy , and chorea .","NIov Disord 24 : 184341847 ."}	{"Science 323 : 1205 — 1208 .","Vance C , Rogelj B , Hortobagyi T , De Vos KJ , Nishimura AL , et al. ( 2009 ) NIutations in FUS , an RNA processing protein , cause familial amyotrophic lateral sclerosis type 6 ."}	0
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0067602.pdf_382_382_1_1_22_23_UNSUP	RG/HP:0005110|Atrial fibrillation	{1}	{22,23}	{Hart,RG,",",Halperin,JL,",",Pearce,LA,",",Anderson,DC,",",Kronmal,RA,et,al.,(,2003,),Stroke,Prevention,in,Atrial,Fibrillation,Investigators,.}	{"N Engl ] l \\\\ ’ Ied 366 : 1204129 .",.}	{"Lessons from the Stroke Prevention in Atrial Fibrillation trials .","Ann Intern lV1ed 138 : 831 — 838 ."}	0
RELATION_GENEHPOTERM_journal.pone.0052408.pdf_391_391_3_3_19_19	IFNB/HP:0012197|Insulinoma	{3}	{19}	{To,test,how,IFNB,affects,expression,of,immunoproteasome,and,11S,genes,in,pancreatic,B-cells,",",we,ﬁrst,used,mouse,insulinoma,MIN6,cells,that,can,be,grown,in,homogeneous,in,vitro,cultures,.}	{Results,"IFNB induces accumulation of immunoproteasome and 11S mRNAs in a manner preceeded by activation of IRF1 gene expression and prevented by IRF1 gene knockout Little is known about the function and regulation of the immunoproteasome in pancreatic B-cells , especially in response to IFN B , a type I IFN secreted by virus-infected cells and implicated in type I diabetes onset ."}	{"Since immunoproteasome function and regulation has not been previously characterized in pancreatic B-cell lines , the initial choice of MIN6 cells was based on the observation that this cell line recapitulates other key features of pancreatic B-cell function [ 45 ] .","In response to 150 units / ml of IFN B , the amounts of immunoproteasome B1 , , B2 , and B5 , mRNAs increased 70 — 180 fold within 6 hours and 80 — 220 fold within 12 hours , followed by a decline to uninduced levels in approximately 24 hours ( Fig ."}	0.23
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0088633.pdf_687_687_1_1_27_27_UNSUP	JH/HP:0001251|Ataxia	{1}	{27}	{Lee,JH,",",l,"\\\\",’,Iand,NIR,",",Deshpande,RA,",",Kinoshita,E,",",Yang,SH,",",VVyman,C,",",Paul,],TT,(,2013,),Ataxia,telangiectasia-mutated,(,ATNI,),kinase,activity,is,regulated,by,ATP-driven,conformational,changes,in,the,l,"\\\\",’,Ire11/Rad50/Nbsl,(,NIRN,),complex,.}	{"Lammens K , Bemeleit DJ , 1 \\\\ ’ Iockel C , Clausing E , Schele A , et al. ( 2011 ) The N1rell : Rad50 structure shows an ATP-dependent molecular clamp in DNA double-strand break repair .","Cell 145 : 54 — 66 ."}	{"J Biol Chem 288 : 12840 — 12851 .","Cao Y , Huschtscha Ll , Nouwens AS , Pickett HA , Neumann AA , et al. ( 2008 ) Ampliﬁcation of telomerase reverse transcriptase gene in human mammary"}	0
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_37510.pdf_67_67_9_9_18_18_UNSUP	NHL/HP:0002665|Lymphoma	{9}	{18}	{Analyses,focused,speciﬁcally,on,common,genetic,variants,among,the,NHL,subtypes,",",FL,",",chronic,lymphocytic,leukemia/small,lymphocytic,lymphoma,(,CLL/SLL,),and,DLBCL,",",and,the,autoimmune,disorders,",",RA,",",CD,and,T1D,",",for,which,data,is,publicly,available,.}	{"Control Consortium ( WTCCC ) [ 10 ] to explore potential shared genetic susceptibility between NHL and these ADs .","Our global genomic approach provides a comprehensive view of the genetic overlap of these diseases that expands upon previous epidemiologic studies of ADs and NHL risk , and aims to improve our understanding of mechanisms of lymphomagen — esis ."}	{"2 .",Results}	0.988
RELATION_GENEHPOTERM_journal.pone.0050874.pdf_6_6_18_18_10_10	OSM/HP:0003006|Neuroblastoma	{18}	{10}	{Biochemical,evidence,demonstrates,that,in,primary,cortical,neurons,and,SHSYSY,neuroblastoma,cells,",",IL-6,cytokine,family,members,",",OSM,and,IL-6,plus,the,soluble,IL,—,6R,(,IL-6,/,R,),",",prevent,NMDA,and,glutamate-induced,neuronal,toxicity,.}	{Abstract,"The present study investigates the involvement of the IL-6 family of cytokines , activation of the transcription factor Signal Transducer and Activator of Transcription — 3 ( STAT3 ) , and the role of Suppressor Of Cytokine Signa | ing — 3 ( SOCS3 ) in regulating excitotoxic neuronal death in vitro ."}	{"As well , OSM and IL-6 / R induce tyrosine and serine phosphorylation of STAT3 in primary cortical neurons and SH .","— ."}	0.274
RELATION_GENEHPOTERM_journal.pone.0044603.pdf_129_129_15_15_34_34	C6/HP:0009733|Glioma	{15}	{34}	{Low,glucose,modeling,STS,conditions,sensitized,murine,GL26,glioma,cells,(,A,),",",rat,C6,glioma,cells,(,B,),and,human,A172,(,C,),",",LN229,(,D,),",",U251,glioma,cells,(,E,),to,TMZ,in,vitro,.}	{"Glioma cell lines GL26 , C6 , LN229 , A172 and U251 as well as murine primary mixed glial cell lines were tested for g | ucose — restriction induced sensitization to Temozolomide .","Cells were incubated in low glucose ( 0.5 g/L ) or normal glucose ( 2.0 g/L ) media , supplemented with 1 % FBS for 24 hours ."}	{"( F ) Murine primary mixed glial cells were used to represent matching normal cells .","Percent cell death was determined based on quantitative measurements of lactate dehydrogenase ( LDH ) release after 24 hour treatment with 0-8 mM TMZ ."}	0
RELATION_GENEHPOTERM_journal.pone.0012055.pdf_737_737_10_10_27_29	DF/HP:0005584|Renal cell carcinoma	{10}	{27,28,29}	{Campbell,L,",",Gumbleton,l,"\\\\",’,I,",",Grifliths,DF,(,2003,),Caveolin-1,overexpression,predicts,poor,disease,~,free,survival,of,patients,with,clinically,conﬁned,renal,cell,carcinoma,.}	{"Satoh T , Yang G , Egawa S , Addai J , Frolov A , et al. ( 2003 ) laveolin-1 expression is a predictor of recurrence-free survival in pT2N0 prostate carcinoma diagnosed in Japanese patients .","Cancer 97 : 1225 — l233 ."}	{"BrJ Cancer 89 : 1909 — l9l3 .",.}	0.016
RELATION_GENEHPOTERM_journal.pone.0100228.pdf_484_484_16_16_33_33	DN1/HP:0002665|Lymphoma	{16}	{33}	{Cesarman,E,",",Chang,Y,",",l,"\\\\",’,1oore,PS,",",Said,JVV,",",Knowles,DN1,(,1995,),Kaposi,’s,sarcoma-associated,herpesvirus-like,DNA,sequences,in,AIDS,—,related,body,»,cavity-based,lymphomas,.}	{"Science 266 : 186541869 .","2 ."}	{"N EnglJ 1V1ed 332 : 118641191 .","3 ."}	0.012
RELATION_GENEHPOTERM_journal.pgen.1000360.pdf_634_634_11_11_23_23	DD/HP:0001875|Neutropenia	{11}	{23}	{Hsieh,l,"\\\\",Il,"\\\\",I,",",Everhart,JE,",",Byrd-Holt,DD,",",Tisdale,JF,",",Rodgers,GP,(,2007,),Prevalence,of,neutropenia,in,the,U.S.,population,:,age,",",sex,",",smoking,status,",",and,ethnic,differences,.}	{"Blood Cells 11 : 77496 .","4 ."}	{"Ann Intern Nled 146 : 4864492 .","5 ."}	0.004
RELATION_GENEHPOTERM_journal.pone.0090819.pdf_304_304_8_8_11_12	p62/HP:0003805|Rimmed vacuoles	{8}	{11,12}	{The,accumulation,of,LC3B,positive,autophagosome,material,and,p62,within,the,rimmed,vacuolated,regions,of,the,degenerative,muscle,ﬁbres,suggests,massive,activation,of,compensatory,autophagy,mechanisms,in,TMD,.}	{"The p62 protein acts as an auxiliary autophagy factor by directly binding ubiquitinated proteins and LC3 , to facilitate their degradation by autophagy [ 35 ] .","However , p62 also shuttles ubiquitinated proteins to the proteasome for degradation [ 46 ] and has been found in protein aggregates in other neuromuscular and neurodegenerative disorders [ 47 — 49 ] ."}	{"Cytoplasmic increase of LAMP2 has been reported in atrophic ﬁbres in other rimmed vacuolar myopathies [ 50 ] .","However , there was no consistent increase of mature lysosomes based on LAMP2 staining ’s in atrophic rimmed vacuolated TMD muscle ﬁbres ."}	0.002
RELATION_GENEHPOTERM_SCPDFS_19509.pdf_21_21_7_7_15_16	TCF7L2/HP:0001402|Hepatocellular carcinoma	{7}	{15,16}	{We,aim,to,evaluate,the,impact,of,TCF7L2,gene,on,the,susceptibility,of,HD,and,hepatocellular,carcinoma,(,HCC,),in,a,Chinese,I,-,[,an,population,.}	{"Whether genetic factors , rather than only liver damage , play roles in the development of HD is unknown .","TCF7L2 gene has been reported to be associated with type 2 diabetes and also cancer risks ."}	{"Patients and methods : A total of 367 adult liver transplant candidates with liver cirrhosis were included .","Fifteen tag single nucleotide polymorphisms ( SNPs ) were selected from HapMap CHB database with a minor allele frequency of > 0.2 and r2 of > 0.8 ."}	0.672
RELATION_GENEHPOTERM_journal.pone.0031279.pdf_37_37_2_2_9_10	ILK/HP:0001644|Dilated cardiomyopathy	{2}	{9,10}	{Deletion,of,ILK,from,the,murine,heart,results,in,dilated,cardiomyopathy,and,spontaneous,heart,failure,[,12,],.}	{"p | osone.org","[ lO , l l ] ."}	{"\\\\ Ne have previously shown that ILK gene therapy can attenuate ventricular remodeling and improve cardiac function in a rat model of myocardial infarction [ 13 ] .","Its beneﬁcial effects may be mediated by increased angiogenesis and cardiomyocyte proliferation as well as reduced apoptosis ."}	0.774
RELATION_GENEHPOTERM_journal.pone.0068314.pdf_342_342_15_15_24_25	R1/HP:0001278|Orthostatic hypotension	{15}	{24,25}	{Velseboer,DC,",",de,Haan,RJ,",",VVie1ing,VV,",",Goldstein,DS,",",de,Bie,R1,"\\\\",’,IA,(,2011,),Prevalence,of,orthostatic,hypotension,in,Parkinson,’s,disease,:,A,systematic,review,and,meta-analysis,.}	{"Parkinsonism Relat Disord 17 : 6254628 .","33 ."}	{"Parkinsonism Relat Disord 17 : 7244729 .","34 ."}	0.004
RELATION_GENEHPOTERM_journal.pone.0012773.pdf_20_20_9_9_19_19	MAGEC1/HP:0002861|Melanoma	{9}	{19}	{X,MAGE,genes,",",MAGEA,1,",",MAGEA4,",",MAGEC1,",",MAGEC2,and,the,ubiquitously,expressed,MAGEE1,in,human,melanoma,samples,.}	{"Methodology/Principal Findings : We undertook a mutational analysis of coding regions of four CT .","— ."}	{"We first examined cell lines established from tumors and matching blood samples from 27 melanoma patients .","We found that melanoma cell lines from 37 % of patients contained at least one mutated MAGE gene ."}	0.028
RELATION_GENEHPOTERM_SUP_MAP_journal.pgen.1001357.pdf_37_37_1_1_5_5_UNSUP	BRCA2/HP:0001903|Anemia	{1}	{5}	{The,BRCA2,subtype,of,Fanconi,anemia,represents}	{"BRCA2 is expressed in a broad range of mammalian tissues [ 6 , 7 ] and null activity alleles are embryonic lethal in mouse and humans but are viable in rats [ 8-1 1 ] .","Biallelic inheritance of hypomorphic BRCA2 mutations in the germline results in F anconi anemia ( FA ) , a disease characterized by catastrophic anemia , genome instability , characteristic morphological defects , and enormously elevated risk for leukemia ( 800 fold ) and squamous cell carcinomas ( 2000 fold ) [ 12-14 ] ."}	{"0 8 + PLoS Genetics | www .","p | osgenetics.org its function in error-free , homology-directed recombination ( HDR ) [ 18 ] ."}	0.776
RELATION_GENEHPOTERM_journal.pone.0071196.pdf_955_955_28_28_36_36	TXNIP/HP:0001909|Leukemia	{28}	{36}	{Zhou,J,",",Bi,C,",",Cheong,LL,",",Nlahara,S,",",Liu,SC,",",et,al.,(,2011,),The,histone,methyltransferase,inhibitor,",",DZNep,",",up-regulates,TXNIP,",",increases,ROS,production,",",and,targets,leukemia,cells,in,Al,"\\\\",’,IL,.}	{"Clin Cancer Res 17 : 2613 — 2618 .",.}	{"Blood 118 : 2830 — 2839 .",.}	0.08
RELATION_GENEHPOTERM_journal.pone.0058618.pdf_40_40_86_86_61_61	ART/HP:0000726|Dementia	{86}	{61}	{Alzheimer,'s,Institute,",",the,Medical,Research,Council,",",and,the,state,of,Arizona,and,also,includes,samples,from,the,following,sites,:,Newcastle,Brain,Tissue,Resource,(,funding,via,the,Medical,Research,Council,",",local,NHS,trusts,and,Newcastle,University,),",",MRC,London,Brain,Bank,for,Neurodegenerative,Diseases,(,funding,via,the,Medical,Research,Council,),",",South,West,Dementia,Brain,Bank,(,funding,via,numerous,sources,including,the,Higher,Education,Funding,Council,for,England,(,HEFCE,),",",Alzheimer,'s,Research,Trust,(,ART,),",",BRACE,as,well,as,North,Bristol,NHS,Trust,Research,and,Innovation,Department,and,DeNDRoN,),",",The,Netherlands,Brain,Bank,(,funding,via,numerous,sources,including,Stichting,MS,Research,",",Brain,Net,Europe,",",Hersenstichting,Nederland,Breinbrekend,Werk,",",International,Parkinson,Fonds,",",Internationale,Stiching,Alzheimer,Onderzoek,),",",Institut,de,Neuropatologia,",",Servei,Anatomia,Patologica,",",Universitat,de,Barcelona,.}	{"Genotyping of the TGEN2 cohort was supported by Kronos Science .","The TGen series was also funded by NIA grant AG034504 to AJM , The Banner Alzheimer 's Foundation , The Johnnie B. Byrd Sr. ."}	{"Marcelle Morrison .","— ."}	0.004
RELATION_GENEHPOTERM_journal.pone.0083871.pdf_325_325_9_9_4_6	GHL/HP:0000572|Visual loss	{9}	{4,6}	{Thus,",",the,overall,loss,of,visual,sensitivity,in,GHL,+,/,C/zo,[,1,_,/,_,and,GHL,+,mice,declined,at,similar,rates,.}	{"6B ) .","The rate of decline in b-wave responses was similar in GHL + and GHL + / C/zo [ 1 _ / _ , and faster than C57BL / 6 , C/2010 - / _ control mice ."}	{"Since the b-wave was higher in GHL + / C/zo [ 1 _ / compared to GHL + mice , we assessed the signal transmission from photoreceptor cells to second order cells by determining the b / a wave ratio [ 52 ] .","We determined the b / a ratio by normalizing maximal bwave amplitudes to maximal a-wave amplitudes and plotted the values as a function of age ( Fig ."}	0.01
RELATION_GENEHPOTERM_journal.pone.0040754.pdf_366_366_21_21_66_68	DEFB1/HP:0002860|Squamous cell carcinoma	{21}	{66,67,68}	{mRNA,expression,of,cathelicidin,antimicrobial,peptide,(,CAMP,),",",human,B,—,defensins,1-3,(,hBD1,—,3,",",genes,DEFB1,",",DEFB4,and,DEFB103,),",",RNase,7,(,RNASE7,),and,psoriasisin,(,S100A7,),in,the,tumor,center,(,T,),",",tumor,margin,(,M,),",",peritumoral,tissue,(,P,),and,distant,normal,skin,(,N,),in,cutaneous,squamous,cell,carcinoma,(,SCC,),of,immunocompetent,(,|,mm,’,comp.,",",black,bars,),and,immunosuppressed,patients,(,OTR,=,organ,transplant,recipients,",",cross,—,hatched,bars,),.}	{"Figure 7 .","Distinct expression of antimicrobial peptides in squamous cell carcinoma of organ transplant recipients ."}	{"Relative mRNA expression to glyceraldehyde 3 — phosphate dehydrogenase ( GAPDH ) and normalized to normal skin is shown .","Depicted are mean : SEM values ."}	0.008
